formula,AIC,BIC
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus),2674.593215,2757.694570
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:domain),3629.162773,3712.264128
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:condition),3635.550229,3718.651584
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus:condition),2988.908624,3072.009979
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:domain:condition),3631.067787,3714.169141
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain),2630.416736,2713.518090
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:condition),2681.390951,2764.492306
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|stimulus:condition),3020.830464,3103.931819
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain:condition),2696.880521,2779.981876
log(response_time) ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:condition),3642.422215,3725.523570
log(response_time) ~ condition * domain + domain * session_num + (1|id:domain) + (1|stimulus:condition),2976.021413,3059.122768
log(response_time) ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:domain:condition),3647.902942,3731.004297
log(response_time) ~ condition * domain + domain * session_num + (1|id:condition) + (1|stimulus:condition),2988.235810,3071.337165
log(response_time) ~ condition * domain + domain * session_num + (1|id:condition) + (1|id:domain:condition),3657.817752,3740.919107
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus:condition) + (1|id:domain:condition),3019.903738,3103.005092
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain),2614.427491,2703.068936
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:condition),2654.491192,2743.132637
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),2675.345960,2763.987405
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),2621.810420,2710.451865
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:condition),3626.288261,3714.929706
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),2954.787229,3043.428674
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),3629.089528,3717.730973
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),2965.630803,3054.272248
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),3632.674059,3721.315504
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),2949.103612,3037.745058
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),2604.506532,2693.147977
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2632.416736,2721.058181
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2622.395131,2711.036576
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2680.737919,2769.379364
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2650.304203,2738.945648
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2698.397023,2787.038468
log(response_time) ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2944.196892,3032.838337
log(response_time) ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3644.422215,3733.063660
log(response_time) ~ condition * domain + domain * session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2964.195929,3052.837374
log(response_time) ~ condition * domain + domain * session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2971.100358,3059.741803
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),2591.351788,2685.533324
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2616.411715,2710.593251
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2606.264141,2700.445676
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2654.066334,2748.247869
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2622.985216,2717.166751
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2623.174232,2717.355768
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2929.013929,3023.195465
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3628.288261,3722.469797
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2943.346376,3037.527912
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2948.289743,3042.471279
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2606.238640,2700.420176
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2606.506532,2700.688067
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2624.243681,2718.425217
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2651.412014,2745.593549
log(response_time) ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2946.196890,3040.378425
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2592.994558,2692.716184
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2593.351789,2693.073414
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2608.010893,2707.732519
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2624.237153,2723.958779
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2931.013929,3030.735555
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2608.238640,2707.960266
log(response_time) ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2594.994558,2700.256274
