formula,AIC,BIC
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15517.721913,15611.903448
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16048.625621,16142.807157
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15529.783250,15623.964785
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15531.402189,15625.583725
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15226.267253,15320.448789
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15226.267253,15320.448789
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15240.436102,15334.617638
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15256.921749,15351.103284
response_time ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15527.150910,15621.332445
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15219.287354,15319.008980
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15219.287355,15319.008981
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15229.982387,15329.704012
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15240.085095,15339.806721
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15519.721912,15619.443538
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15228.267254,15327.988879
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15221.287354,15326.549070
